"Key Id","Label","Series Break"
"PDCAFNMAFHLMC-DR45","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCAFNMAFHLMC-OUT45","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCAFHLMCNONUMBS-DR50","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCAFHLMCNONUMBS-OUT50","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCAFNMAFHLMC-DR50","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCAFNMAFHLMC-OUT50","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCAFHLMCNONUMBS-DR55","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCAFHLMCNONUMBS-OUT55","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCAFNMAFHLMC-DR55","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCAFNMAFHLMC-OUT55","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCAFHLMCNONUMBS-DR60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCAFHLMCNONUMBS-OUT60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCAFNMAFHLMC-DR60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCAFNMAFHLMC-OUT60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 6.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCAFHLMCNONUMBS-DRG60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCAFHLMCNONUMBS-OUTG60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCAFNMAFHLMC-DRG60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCAFNMAFHLMC-OUTG60","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 6.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCAFHLMCNONUMBS-DRL25","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCAFHLMCNONUMBS-OUTL25","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCAFNMAFHLMC-DRL25","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCAFNMAFHLMC-OUTL25","CLASS A, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-FD20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FD55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FR55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FD55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FR55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FDG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FRG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FDG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FRG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-FDL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO DELIVER","SBN2022"
"PDCBFHLMCNONUMBS-FRL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) FAILS TO RECEIVE","SBN2022"
"PDCBFNMAFHLMC-FDL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO DELIVER","SBN2022"
"PDCBFNMAFHLMC-FRL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS FAILS TO RECEIVE","SBN2022"
"PDCBFHLMCNONUMBS-DR20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT25","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT30","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT35","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT40","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT45","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 4.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT50","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DR55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUT55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DR55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUT55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DRG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUTG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DRG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUTG55","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES GREATER THAN 5.5 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCBFHLMCNONUMBS-DRL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) DOLLAR ROLL","SBN2022"
"PDCBFHLMCNONUMBS-OUTL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FHLMC (NON-UMBS) OUTRIGHT","SBN2022"
"PDCBFNMAFHLMC-DRL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS DOLLAR ROLL","SBN2022"
"PDCBFNMAFHLMC-OUTL20","CLASS B, 15-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES LESS THAN 2.0 PERCENT: FNMA/FHLMC UMBS OUTRIGHT","SBN2022"
"PDCCGNMA-FD25","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR25","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 2.5 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD30","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR30","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.0 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD35","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR35","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 3.5 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD40","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR40","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.0 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD45","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR45","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 4.5 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD50","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR50","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.0 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD55","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR55","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 5.5 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FD60","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 6.0 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FR60","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS 6.0 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FDG60","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 6.0 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FRG60","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS GREATER THAN 6.0 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-FDL25","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.5 PERCENT: GNMA FAILS TO DELIVER","SBN2022"
"PDCCGNMA-FRL25","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS FAILS LESS THAN 2.5 PERCENT: GNMA FAILS TO RECEIVE","SBN2022"
"PDCCGNMA-DR25","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: GNMA DOLLAR ROLL","SBN2022"
"PDCCGNMA-OUT25","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 2.5 PERCENT: GNMA OUTRIGHT","SBN2022"
"PDCCGNMA-DR30","CLASS C, 30-YEAR FEDERAL AGENCY AND GSE PASS-THROUGH MBS TRANSACTION VOLUMES 3.0 PERCENT: GNMA DOLLAR ROLL","SBN2022"
